Alt Stock Year ABC OFL Catch SSB F Total_Biom
1 Model_1_goa_dr_2020.dat 2020 6.82433 8.32034 2.1975 37.5942 0.0290868 99.2454
1 Model_1_goa_dr_2020.dat 2021 7.10792465 8.66380612 2.99749 38.5419007 0.0382226888 97.7664884
1 Model_1_goa_dr_2020.dat 2022 7.06888709 8.61379268 4.72457 38.3714264 0.0611920383 95.682144
1 Model_1_goa_dr_2020.dat 2023 6.68553885 8.14558834 4.33675 36.852956 0.0593253231 92.3102668
1 Model_1_goa_dr_2020.dat 2024 6.24903923 7.61348473 6.24903923 34.8016867 0.0929257 89.7455861
1 Model_1_goa_dr_2020.dat 2025 5.63659645 6.86751001 5.63659645 31.8759268 0.0929257 85.7278751
1 Model_1_goa_dr_2020.dat 2026 5.12206467 6.24137912 5.12206467 29.3661333 0.0929257 82.8396977
1 Model_1_goa_dr_2020.dat 2027 4.76192798 5.80384664 4.76192798 27.445812 0.0929257 80.952283
1 Model_1_goa_dr_2020.dat 2028 4.55548668 5.5509968 4.55548668 26.1487767 0.0926860639 79.7683732
1 Model_1_goa_dr_2020.dat 2029 4.39766604 5.35637151 4.39766604 25.3650104 0.0910558702 79.1203929
1 Model_1_goa_dr_2020.dat 2030 4.29901091 5.235991 4.29901091 24.9439132 0.0895374313 78.7268222
1 Model_1_goa_dr_2020.dat 2031 4.24571892 5.17135474 4.24571892 24.744513 0.0885984935 78.5787482
1 Model_1_goa_dr_2020.dat 2032 4.22012571 5.14029848 4.22012571 24.6721617 0.0880738191 78.4777102
1 Model_1_goa_dr_2020.dat 2033 4.21613033 5.13570304 4.21613033 24.6753304 0.0878186859 78.4519788
2 Model_1_goa_dr_2020.dat 2020 6.82433 8.32034 2.1975 37.5942 0.0290868 99.2454
2 Model_1_goa_dr_2020.dat 2021 7.10792465 8.66380612 2.99749 38.5419007 0.0382226888 97.7664884
2 Model_1_goa_dr_2020.dat 2022 7.06888709 8.61379268 4.72457 38.3714264 0.0611920383 95.682144
2 Model_1_goa_dr_2020.dat 2023 6.68553885 8.14558834 4.33675 36.852956 0.0593253231 92.3102668
2 Model_1_goa_dr_2020.dat 2024 6.24903923 7.61348473 6.24903923 34.8016867 0.0929257 89.7455861
