name,value,mean,median,std.dev,sd,lci,uci
q_srv1,0.63848,0.639209498,0.6364795000000001,0.079442,0.0853322774733898,0.49588175,0.8384624499999997
F40,0.091342,0.0995116464,0.09577445000000001,0.02616,0.02690519530587469,0.053198300000000004,0.16021815
spawn_biom_proj,44468,46235.9862,46015.399999999994,7264.6,7337.92837436044,33993.149999999994,61623.1475
ABC,7921,8926.38458,8438.695,2520.9,2927.0506377668503,4268.358,16131.142499999998
