"age","fish","srv1"
4,0.000558807,0.0331187
5,0.00186218,0.0653574
6,0.00618672,0.124924
7,0.0203494,0.22567
8,0.0648189,0.37303
9,0.187835,0.548459
10,0.435575,0.712618
11,0.720282,0.835046
12,0.895749,0.911776
13,0.966296,0.954748
14,0.989655,0.977311
15,0.996877,0.988756
16,0.999062,0.994461
17,0.999719,0.99728
18,0.999916,0.998666
19,0.999975,0.999347
20,0.999992,0.99968
21,0.999998,0.999844
22,0.999999,0.999924
23,1,0.999963
24,1,0.999983
25,1,0.999992
26,1,0.999997
27,1,0.999999
28,1,1
