"name","1991","1992","1993","1994","1995","1996","1997","1998","1999","2007","2009","2011","2013","2015","2017","2019","2021"
"21",0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0
"22",0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0
"23",0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0.0007,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0
"25",0,0.0011,0,0,0,0,0,0,0,0.0002,0.0002,0,0.0002,0,0,0,0
"26",0,0.002,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0002,0
"27",0,0.0022,0,0,0,0.0019,0,0,0,0.0004,0,0,0.0002,0,0,0,0
"28",0,0.0018,0,0.0019,0,0.0019,0,0,0,0.0007,0,0,0.0002,0.0004,0.0002,0.0012,0
"29",0.0005,0.0033,0,0.0005,0,0.0078,0.0003,0,0,0.0004,0,0,0.0004,0.0008,0.0004,0.0012,0.0002
"30",0.0025,0.0051,0,0.0019,0,0.0117,0,0.0004,0,0,0.0004,0.0003,0,0.0004,0.0007,0.0016,0
"31",0.0025,0.0115,0,0.0005,0.0006,0.0058,0.0006,0,0,0,0.0008,0.0003,0,0.0006,0.0009,0.0018,0.0007
"32",0.003,0.0124,0,0,0,0.0039,0.0013,0,0,0.0002,0.0004,0.0006,0.0013,0.0015,0.0015,0.0014,0.0013
"33",0.0045,0.0155,0,0.0024,0,0.0136,0.0036,0.0008,0,0.0022,0.0017,0.0006,0.001,0.0017,0.0035,0.0035,0.004
"34",0.0075,0.0186,0,0.0014,0.0011,0.0078,0.0084,0.0008,0,0.0028,0.0037,0.0008,0.0035,0.0056,0.0057,0.0035,0.0055
"35",0.0249,0.0186,0,0.0038,0.0022,0.0039,0.0191,0,0.0018,0.0035,0.0064,0.0011,0.004,0.0069,0.0077,0.0093,0.0106
"36",0.0293,0.0146,0,0.0038,0.005,0.0097,0.0259,0.0008,0.0024,0.0048,0.0099,0.0008,0.004,0.0071,0.0114,0.0187,0.0132
"37",0.0189,0.0166,0.0005,0.0033,0.0039,0.0078,0.0417,0.0031,0.0012,0.0102,0.0132,0.0023,0.0048,0.014,0.0232,0.0313,0.019
"38",0.0239,0.0268,0.0011,0.0085,0.0067,0.0019,0.0408,0.0058,0.0036,0.0137,0.0209,0.0068,0.0092,0.0171,0.0315,0.0427,0.0258
"39",0.0686,0.0362,0.0063,0.0043,0.0195,0.0097,0.034,0.0117,0.0059,0.0187,0.0266,0.0144,0.0117,0.0234,0.0437,0.0524,0.0395
"40",0.084,0.1076,0.0197,0.0189,0.0284,0.033,0.0411,0.0269,0.0113,0.0346,0.0427,0.0265,0.0184,0.0351,0.0595,0.0695,0.0554
"41",0.1337,0.1174,0.0456,0.0406,0.0446,0.0524,0.0602,0.0589,0.0279,0.0565,0.0493,0.0439,0.0307,0.038,0.0691,0.0785,0.0814
"42",0.1446,0.1248,0.1033,0.0742,0.0591,0.0816,0.0883,0.0994,0.079,0.075,0.0698,0.0766,0.0532,0.0489,0.0704,0.0896,0.0834
"43",0.1397,0.1136,0.1454,0.0761,0.0842,0.0932,0.1061,0.1474,0.1158,0.1028,0.0863,0.1073,0.0808,0.078,0.0894,0.0911,0.0889
"44",0.1357,0.1167,0.2001,0.146,0.0975,0.1204,0.1123,0.1696,0.1645,0.1152,0.1043,0.1211,0.1204,0.1079,0.0973,0.0965,0.0955
"45",0.0855,0.1003,0.1968,0.1705,0.1243,0.1282,0.1194,0.1634,0.1817,0.1307,0.121,0.1369,0.1319,0.1279,0.1134,0.0917,0.0953
"46",0.0567,0.073,0.1506,0.1757,0.126,0.1262,0.0974,0.1263,0.1479,0.1318,0.1231,0.1279,0.1196,0.1223,0.1193,0.0833,0.0891
"47",0.0234,0.0331,0.0776,0.1228,0.1382,0.0971,0.0693,0.0803,0.1093,0.1092,0.1103,0.1034,0.1233,0.1152,0.1003,0.0811,0.0765
"48",0.007,0.014,0.0309,0.0779,0.0892,0.1029,0.0485,0.0534,0.0635,0.0907,0.0807,0.0851,0.0995,0.0886,0.0719,0.0571,0.0776
"49",0.002,0.0064,0.0148,0.0397,0.0753,0.0466,0.0278,0.03,0.0451,0.0511,0.0555,0.0608,0.0693,0.0669,0.0393,0.0421,0.0558
"50",0.0005,0.0029,0.0044,0.0146,0.0535,0.0194,0.0204,0.0113,0.0214,0.0239,0.0322,0.0377,0.0522,0.0376,0.0212,0.022,0.0386
"51",0.0005,0.0016,0.0016,0.0047,0.0256,0.0117,0.0142,0.0062,0.0113,0.0111,0.0213,0.0237,0.0309,0.0261,0.0077,0.0114,0.0227
"52+",0.001,0.0016,0.0014,0.0061,0.0151,0,0.0191,0.0035,0.0065,0.0089,0.0192,0.0211,0.0294,0.0278,0.0107,0.0173,0.0199
"n_s",2012,5495,3659,2117,1794,515,3090,2565,1684,4599,4843,3550,4792,4784,4575,4920,4534
"n_h",42,127,64,38,26,12,53,34,83,405,415,331,404,507,474,676,609
