"model_name","year","western","central","eastern","wyak","seo"
"db_rema",1990,0.0863879969803643,0.721052047555769,0.192559955463867,NA,NA
"db_rema",1991,0.106857051398103,0.702730204593777,0.19041274400812,NA,NA
"db_rema",1992,0.131474104020097,0.681236452822441,0.187289443157462,NA,NA
"db_rema",1993,0.160736815244304,0.656213624086386,0.18304956066931,NA,NA
"db_rema",1994,0.122838901840516,0.67546244655801,0.201698651601474,NA,NA
"db_rema",1995,0.0928182832998429,0.687439075978729,0.219742640721428,NA,NA
"db_rema",1996,0.0694975799416734,0.693275359729627,0.2372270603287,NA,NA
"db_rema",1997,0.0669022693396748,0.743034810720774,0.190062919939551,NA,NA
"db_rema",1998,0.0635745300186479,0.786110682141521,0.150314787839831,NA,NA
"db_rema",1999,0.0597564659733014,0.822654869691146,0.117588664335553,NA,NA
"db_rema",2000,0.077144477430677,0.796597244840269,0.126258277729054,NA,NA
"db_rema",2001,0.0989465315159339,0.76636510950698,0.134688358977086,NA,NA
"db_rema",2002,0.0960129727677114,0.769762672354964,0.134224354877325,NA,NA
"db_rema",2003,0.0931567336341648,0.773095178066932,0.133748088298904,NA,NA
"db_rema",2004,0.210186047898194,0.713662382509262,0.0761515695925441,NA,NA
"db_rema",2005,0.403126748155718,0.560016400219133,0.036856851625149,NA,NA
"db_rema",2006,0.196052010573215,0.729042128436729,0.0749058609900562,NA,NA
"db_rema",2007,0.0796762302599108,0.793107938895241,0.127215830844848,0.59,0.41
"db_rema",2008,0.0470500141585111,0.789663591429472,0.163286394412017,NA,NA
"db_rema",2009,0.0271431027230097,0.768105161860063,0.204751735416928,0.53,0.47
"db_rema",2010,0.0483467515689571,0.802247065789207,0.149406182641836,NA,NA
"db_rema",2011,0.0833599155915631,0.811106252839249,0.105533831569188,0.63,0.37
"db_rema",2012,0.0639059139679954,0.792318663708256,0.143775422323749,NA,NA
"db_rema",2013,0.0480863720418555,0.759659897571882,0.192253730386263,0.87,0.13
"db_rema",2014,0.0460936761476449,0.840089027794271,0.113817296058084,NA,NA
"db_rema",2015,0.0424597415397026,0.892787478448741,0.0647527800115569,0.75,0.25
"db_rema",2016,0.0812760547086531,0.867140524017838,0.0515834212735092,NA,NA
"db_rema",2017,0.149752424822532,0.810693808288847,0.0395537668886214,0.74,0.26
"db_rema",2018,0.0850983759162717,0.853441850046235,0.0614597740374932,NA,NA
"db_rema",2019,0.0463955089737141,0.861982161013037,0.0916223300132491,0.82,0.18
"db_rema",2020,0.0369570114071862,0.907888854434012,0.0551541341588016,NA,NA
"db_rema",2021,0.0288931284621515,0.938520827931384,0.0325860436064646,0.76,0.24
"db_rema",2022,0.0308805839626572,0.929037617822377,0.0400817982149656,NA,NA
"db_rema",2023,0.0329402926224625,0.917854193369188,0.0492055140083495,0.69,0.31
