50 # number of thinned chains
48 # number of years
30 # number of ages
0.898654 0.756649 1 0.0902906 0.07 36223.1 6337.72 380.46  30717.9 29880.8 29544.5 29882.3 30525.6 31632.3 32763 34163.8 35813.1 37899.1 39684.9 42551.2 44290.9 48350.4 53092.6 58133.1 60118.4 62767.8 64991.3 69114.4 71799.5 74785.8 79077.4 79637 82210.5 86293.4 88954.9 91999.8 95103.7 97342.5 98594.7 98256.3 97300.4 96781.8 97051.3 97987.2 97431.8 99738.4 100666 101961 102333 102978 102112 100834 99009 95841.7 92558.7 88135.5  -0.50359 -0.527187 -0.551472 -0.576471 -0.602145 -0.62846 -0.655405 -0.682915 -0.710831 -0.739185 -0.767958 -0.797215 -0.826783 -0.856111 -0.88576 -0.915672 -0.946403 -0.976004 -0.999533 -1.00848 -0.996573 -0.936718 -0.808226 -0.713396 -0.614291 -0.554243 -0.568042 -0.52579 -0.501339 -0.443471 -0.199119 0.609622 0.757772 0.811008 0.291506 0.537015 0.151931 0.0862636 -0.223129 1.15169 0.721738 1.83866 1.48091 1.33394 0.0627916 0.99622 0.704923 1.77554 0.106204 1.17553 1.90017 -0.0517013 1.44175 1.6493 0.888071 1.23163 1.18111 0.424518 0.513791 0.602171 0.80069 0.939865 1.43936 1.24074 1.03119 1.82117 0.533446 0.955149 0.834536 0.797707 -0.259491 -0.165711 -0.3198 -0.170327 -0.115006 -8.38708e-06  12796.9 12250.1 11908.5 11598.4 11191.7 10789.8 10506.6 10337.5 10565.1 11305.3 12301.8 13455 14216.5 14784.9 15393 15934.1 15767.8 16105.1 17027 18488.6 20459.7 22347.7 23728 24164 24859.4 25931.7 26976.5 28240.7 29756.1 31501.3 33116.1 34218 35016.5 35785.1 36172.9 36465.5 35799.2 35358.6 35002.1 34985.4 35036.2 35691.7 36407.5 37324.3 38205.4 38411.7 38338.9 37407.1 1.0431  36223.1 34403.3 32671 30930.1 29334 28029.6 27159.3 26862.1 27210.1 28124.6 29352.8 30525.5 31387 31907.3 32201.3  6337.72 6014.61 5664.48 5322.86 5012 4752.05 4569.14 4501.19 4598.74 4875.89 5237.07 5510.93 5621.09 5649.22 5657.03 4.18582 4.70791 9.50175 14.9251 16.5762 7.50218 2.42772 9.79401 8.23852 0.843345 85120.7
1.25699 0.635136 1 0.148585 0.07 49236.4 13810.2 451.536  27828.7 27219.7 26882.2 28194.6 29245.9 31941.7 34617.8 37364.1 40066.2 42953 45440.5 49561.2 52278.6 57727.9 63698.2 70413.8 73382.6 76279.1 78562.9 84101.2 86525.9 90371.7 95818.9 96388.2 99962.8 105266 109110 113776 117680 120539 123205 123628 123566 123164 123437 124731 124726 127978 131094 132967 134640 135597 134816 133237 130101 125347 120417 114009  -1.19859 -0.340093 0.463448 -2.21539 -0.224859 -0.719597 -1.79541 -0.571757 -1.86803 -0.88844 -0.806764 -0.0537778 -0.0756421 -1.02106 -0.596361 -2.85651 -2.41323 -0.298662 -0.946931 -0.666827 -0.366996 -0.947577 -0.554555 -2.55496 -0.127633 -2.17963 0.508587 -0.348793 -1.87821 0.276614 -0.371103 1.26288 0.70843 1.66594 0.596763 0.649485 0.590066 0.181428 0.114667 1.69275 0.706896 2.2415 1.55612 2.05524 0.125039 1.28026 0.316526 2.22492 -0.622413 1.65466 2.2327 -0.505479 1.95973 2.01384 1.166 1.93421 1.23565 0.769606 1.21284 0.64636 1.30164 1.28692 1.7309 1.51867 1.60647 2.2564 1.665 0.568955 1.24525 1.08543 -1.26469 -0.415736 -1.8778 -0.539854 0.238688 -1.84307  11483.1 10904 10542.8 10367 10127.4 9840.99 9896.4 10095.2 10605.4 11787.4 13353.3 15136.1 16701.1 17748.8 18975.2 19550.9 19526.9 19780.7 21066.3 23165 25614.8 28157.4 30110.7 30736.2 31523.9 32782.8 34192.5 35604.7 37469.3 39569.6 41836.4 43704.3 45241 46436.8 47092.1 47711.1 47089 46571.1 46287.3 46387.6 46844.2 47769.3 49163.9 50898.4 52369.7 52911.8 52759.9 51524.5 0.866094  49236.4 44814.5 40633.5 36728.2 33292 30456.8 28261.4 26625.5 25367.4 24320.4 23449.4 22824.6 22602 22876.8 23508.7  13810.2 12504.7 11230.3 10075.5 9088.65 8294.58 7751.67 7413 7122.61 6834.79 6550.33 6291.16 6184.45 6369.13 6759.17 7.56935 8.03656 3.11146 6.57536 3.68345 3.11177 4.33353 11.2558 17.9209 3.98206 109904
1.30907 0.825872 1 0.0611437 0.07 36557.4 4415 455.516  27276.4 27210.6 27000.6 26856.2 27573.1 28397.8 29890.4 31017.7 33112.5 35787.2 37778.3 40935 42836.2 47964.6 52411.3 58092.4 60667.2 62811.8 65231.8 69397.4 72049 74741.9 78980.5 79047.5 81533.6 85508.2 88533.6 91773.2 94393.5 96937.3 98388.9 98690.6 98591.5 98267.3 98393 99757.9 99095.1 100873 101768 103033 103506 104531 103358 101516 99402.1 95358.4 91996.2 88434.7  0.845257 -1.03356 0.853691 -0.745331 -1.16017 0.146927 -0.279799 0.418059 -2.0312 -1.38635 1.06572 -2.29426 -0.302671 -0.76731 -1.54398 -1.98363 -2.92853 -1.13869 -0.139368 -0.460194 0.200052 -0.333495 -0.41866 -0.238886 0.0730959 -0.113 -1.2532 1.17365 -1.14356 -0.00304827 -0.492149 0.357162 1.62893 1.00487 1.41636 -0.17324 1.2664 1.0588 -1.05945 1.61714 1.10159 2.40013 1.83179 2.05585 0.148884 1.19184 1.20861 2.31179 0.383744 1.66488 2.50324 0.404403 1.84342 2.09818 1.49429 1.56948 1.69622 1.23163 1.37046 1.08232 1.26833 1.55879 1.60114 2.03461 1.42174 2.17119 1.25575 1.34689 1.20652 1.53382 0.381673 -0.315138 0.100817 -1.27956 -0.892608 1.3896  10778.3 10580.1 10414.2 10233.5 9873.26 9638.77 9403.63 9363.46 9563.16 10254.1 11283.9 12536.6 13454.7 14513 15254 16053.1 16314.2 16689.3 17854.8 19423.4 21514.3 23331.4 24481.5 24510.5 25086.9 26117.8 27296.2 28840.9 30289.1 32155.4 33650.8 34849.9 35840.5 36444.7 36945.4 37268.9 36684.8 36369.1 36139.8 36329.8 36629.4 37421.1 37928.6 38566.2 39208 39058.7 39119.5 38319.6 0.541948  36557.4 35578.5 34152.4 32769.1 31714.4 31273.7 31587.7 32570.8 33943.9 35317.4 36418.5 37186.4 37685.5 38026.2 38293  4415 4239.34 4019.04 3788.93 3589.35 3489.09 3537.36 3733.65 4010.53 4241.72 4367.71 4430.2 4457.24 4456.3 4500.12 8.60299 15.9162 15.7305 8.11649 5.57588 9.7457 6.51866 0.98264 15.6397 11.6112 86275.8
1.66213 0.836342 1 0.14241 0.07 34794.2 9338.73 461.545  21534.4 20628.6 20692.2 21540.9 22520.5 24215.5 26923.2 29303.3 31956.4 34544.1 36461.4 39771.4 41205.6 44728.5 49844.3 53819.4 55358.7 58594.3 60932.1 64976.9 67206.6 69461.2 74007.4 74238.8 76571.3 79917.1 81448.8 84520.7 87572.5 89293.7 90741 90637.9 89312.2 89289.4 90917.4 91622.1 91877.3 94483.8 95220.5 96863 97434.1 99107.7 98464.1 97013.2 96305.9 93096.7 90771.6 86321.8  -1.72508 -1.54467 -0.478517 -1.21003 -2.7467 -0.794937 -3.68105 -2.5524 -0.686415 -0.298971 -2.31965 -0.911784 -2.5747 -0.431739 -0.507527 -2.84849 -2.46479 -3.88115 -1.22489 -3.1333 -1.51063 -0.692395 -3.22557 0.542795 -0.60095 -0.335162 -0.580617 -1.58817 -0.74713 -0.628784 0.00558799 0.955506 1.13023 1.18286 0.988397 -0.0542839 0.41094 0.340447 -1.04278 1.46205 0.533211 1.94712 1.8954 1.30181 -0.614021 1.63075 0.566661 1.87392 -0.312479 1.20786 2.13361 -0.714211 1.64673 1.80092 0.830019 1.57514 1.47577 -0.247118 1.00199 0.842806 0.773426 1.17232 1.95079 1.23855 1.27933 1.96493 0.298703 1.48035 0.371848 1.38064 -0.585617 -1.97712 0.924061 -1.4445 1.17327 -1.04172  8400.42 7971.87 7969.58 7949.77 7617.73 7273.8 7299.65 7547.62 8164.05 9164.26 10477.9 11986.6 12985.5 13700 14442.3 14718.5 14569.4 14895 15845.5 17286.3 19115.5 20820.9 22362 22879.7 23594.6 24423.9 25028.3 26088.1 27301.7 28780.3 30203.7 31181.1 31726.1 32598.5 33151.2 33265.7 32837.4 32591.3 32388.3 32501.2 33050.5 34156.7 35073.3 36062.6 37110.7 37267.6 37085.9 36016.4 0.834618  34794.2 32505.8 30514.8 29054.4 28239.1 28474.9 30107.1 33411.6 38448.4 44592.6 50228.7 53673.8 54523.3 53448.8 51295.4  9338.73 8673.88 8025.84 7480.11 7079.82 6918.48 7119.46 7731.29 9079.8 11794.9 14664 15790.9 15487.6 14680.2 13822.5 23.763 2.23784 2.51022 126.728 3.02928 1.68511 3.42528 3.94306 9.82366 2.96756 87850.1
1.67203 0.829652 1 0.118302 0.07 34289.5 7811.92 474.953  19167.4 19415.1 19063.5 19246.9 20842.3 21743 24032.9 26251.5 28288.8 31319.4 33599.2 36996.1 39043.5 43251.8 47859 53240.9 55472.9 57545.2 59583.2 63307.3 65518.9 67803.9 72129.2 72672 74483.5 78643.4 81097.4 83267.3 86571.3 88845.8 90007 90133.4 89035.2 87464.2 87460.4 87952.2 87032.6 89575.7 90223.4 91754.4 93043.8 95405.6 95558.9 95704.7 94590.6 91893.6 88124.7 84339.5  -0.259537 -0.913406 -0.950788 -3.00548 0.986304 -2.90411 -3.24045 -3.03178 -5.23491 -1.65227 0.00811795 -0.597072 -0.159793 -3.15544 -0.610224 -3.33279 0.630497 -1.68383 -1.15906 -0.599839 -1.75335 -1.07953 -0.189958 0.66874 -0.203324 -1.17939 -0.846957 -0.499937 -0.350733 0.996793 -0.588746 0.0118013 2.03858 1.00266 0.940581 0.983951 0.427018 1.45708 0.368749 1.76123 0.76741 2.41971 2.01592 1.92117 0.67316 1.4397 1.28324 2.34327 -0.342969 1.67864 2.58754 0.843353 1.79103 2.44164 1.53522 1.28175 1.95216 0.934727 1.14826 1.48465 0.994552 1.35141 2.09508 1.48806 1.83471 2.44801 0.496693 1.66919 1.97849 1.97255 -0.762752 1.0719 -1.6436 -1.06195 -1.84659 0.7807  7591.36 7458.9 7225.03 7186.32 6813.72 6296.04 6430.31 6628.31 7104.01 8000.74 9123.23 10458.5 11544.5 12344.9 13140.6 14100.8 14286.1 14616.2 15522.5 16828.6 18697.4 20371.3 21665.9 21899.4 22293.8 23035 23680.9 24650.9 26117.9 27913.2 29520.7 30708.9 31547.9 31928.6 32142.4 32487.4 31638.9 31332.9 31016.5 31030 30962 31592.3 32321.3 33296.1 34325.9 34893.5 35135.3 35086.6 0.412454  34289.5 32991.2 31337.8 29718.6 28560.9 28258 28940.7 30275.7 31725 32978.2 33937.5 34564.5 34894.7 35105.5 35394.4  7811.92 7465.49 6996.31 6480.27 6033.65 5852.46 6122.08 6669.65 7095.86 7375.26 7614.29 7770.83 7765.82 7702.78 7752.33 35.6132 4.08678 10.0119 9.49097 16.9367 4.6789 4.58944 6.7472 13.2066 18.896 88043
1.55076 0.736613 1 0.112259 0.07 40726.5 8766.72 455.586  20382.4 19812.3 20284.4 21004.4 23036.5 26990.7 28933.4 31925.4 34805 38037.1 40479.4 43822.5 46213.3 50072.7 55315.3 60007.9 61982.3 65005.4 66655.3 71160.6 73795.9 76616.8 81006 80600.5 83177.4 87050.6 90950.6 94923.3 98273.9 101862 103225 102973 102915 102758 103159 104552 104736 107615 108704 111273 111506 113586 112709 111301 108763 105051 100718 94925  -2.08345 0.523948 -1.29612 -3.31494 1.0339 0.966648 -2.95059 -0.98024 -1.86984 -0.0101109 -2.63833 -0.520879 0.0190017 -1.78896 -1.45223 -2.56296 -2.56616 -0.936012 -0.923681 -3.17644 -0.78489 -0.153673 -0.614209 -0.432822 0.113443 -0.367434 0.724358 -1.15596 -0.648273 -0.186166 0.927266 0.997285 1.70478 2.14581 -0.721795 1.186 1.15556 0.99589 -0.487515 1.64717 1.42314 2.40115 2.28304 1.62065 0.946427 1.78205 0.834564 2.4907 0.345682 1.53597 2.54095 -0.424883 2.28907 2.09595 2.08962 1.9764 1.46802 1.62217 0.98983 0.364836 1.84269 1.35338 2.10679 1.98858 1.69091 2.54851 0.544682 1.99797 0.896126 1.97911 -1.30296 -1.06241 -1.43188 0.242147 -0.195208 -1.60688  8006.36 7648.13 7594.91 7546.33 7583.83 7725.21 7605.54 7893.5 8462.53 9712.71 11400.6 13327.1 14832.6 15714.4 16535.3 17206.6 17057.9 17493.8 18416 20093.5 22257.8 24318.4 25733 25876.8 26371.3 27487.6 28575 29801.6 31302.9 33223.2 34817.2 36326.6 37604.9 38907.1 39516.3 39957.4 39499.6 38969.2 38720 38990.9 39238.2 40348.3 41296.1 42517 43497.4 43799.4 43648.3 42580.5 0.445362  40726.5 38145.5 35349.2 32635.8 30251.5 28455.4 27394.6 27102 27438.2 28375.5 30069.5 32390 34626.5 35997 36258  8766.72 8144.96 7471.17 6833.91 6270.11 5825.09 5594.6 5603.4 5686.9 5777.88 6119.57 6873.59 7632.05 7969.77 7911.5 5.79537 16.0352 4.72138 1.88198 7.79735 42.0421 7.86486 9.74156 2.32853 0.874397 91232.6
1.51609 0.789713 1 0.0974063 0.07 34167.6 6445.39 450.598  20848.3 20789.2 20632.9 21805.7 23012.4 24419.5 26604.7 29809.6 32194.3 35246 37744 41128.3 42634.2 47539.3 53665 59010.3 61327.4 64313.8 66640.2 70925 73526.1 76932 81217.6 81317.3 83216 88087.6 90392.2 93114.2 96312.9 98950.8 100398 99403.8 97014.8 96138.8 96084.4 97219.6 97212.8 98852.8 99604.3 100090 100474 99988.6 98135.3 95916.8 93348.4 90897.1 87753 83338.3  -2.68232 -1.49674 -1.35721 -1.66583 -1.50864 -2.2172 -1.97579 -1.08289 0.511461 0.270548 -0.748108 -0.856231 -1.83986 -0.518313 -0.846555 -1.51843 -0.020544 -0.228468 -0.753354 -0.892567 -1.2809 -2.02078 -0.894758 -2.60632 0.379792 -0.817005 -1.55088 -0.286763 0.483719 0.188955 -0.523318 1.5892 0.856445 0.342313 1.36842 1.7064 -0.139728 0.902514 -0.124869 1.54283 1.26721 2.35288 2.21209 1.43327 0.57703 1.67384 0.766483 2.25267 0.472015 1.79602 2.3164 -0.529425 1.91176 2.2988 1.00909 1.54589 1.73733 1.15596 0.858852 1.07729 0.836174 1.40812 1.8432 1.87052 1.3925 2.20202 0.860283 1.11657 1.69748 0.407849 -0.890623 -2.60261 -0.112146 1.68433 -1.17701 0.0947733  8609.78 8269.78 7983.76 7632.42 7390.06 7362.41 7408.11 7637.21 8184.29 9182.91 10477.4 11909.5 12662 13719.5 14777.5 15687.8 15719.8 16119 17366.3 19202.2 21526.7 23704.7 25139.3 25459.2 25866 27048.2 28024.6 29286.3 30858.8 32695.9 34411.5 35232.4 35588.4 36246 36573.6 36832.7 36400.1 35651.4 35193.3 34956.8 34833.9 35309.5 35878.6 36746.4 37501.5 37410.3 37159.5 35887.7 0.596162  34167.6 32428.7 30794.5 29620.7 29192.2 29888.6 32138.1 35804.6 39806.9 42838.7 44381.2 44637.2 43989.8 42769.6 41261.9  6445.39 6005.43 5647.66 5414.37 5241.14 5255.45 5850.45 7122.17 8249.75 8713.26 8761.05 8627.09 8419.99 8100.04 7680.27 7.07428 62.7996 16.6974 3.22208 11.6313 1.38285 13.2109 1.74323 1.1264 1.9426 81304.5
1.25863 0.795 1 0.0797248 0.07 38836.5 6033.92 452.834  27389.1 26122.8 25966.8 25771.6 28290 29612.8 31564.6 33534 36450.2 38591.2 40592.9 43326.4 45534.3 49077 54041.5 59727.4 61433.6 64042.5 66362.8 70309.2 72301.8 74719.5 79281 79702.8 82164 86302.5 89206.3 92205.4 96003.8 99465.8 101323 101684 100861 100367 101399 102826 102946 105042 106598 108408 108679 109935 109691 108341 107282 104618 101580 97144.7  -1.95042 1.27904 -0.251132 -1.63951 -1.67074 -1.38854 -2.85971 -1.12505 -0.982137 -0.979718 0.107457 -1.54128 -0.978205 0.334148 -0.432183 -0.987849 -0.849035 -2.05791 -3.06333 -1.65331 -2.1942 -2.31155 -1.93147 0.521165 -2.00257 0.36345 -0.174937 -0.960348 -1.21907 -0.193448 0.278729 -0.139553 1.81467 0.622922 0.347347 0.129155 1.27734 -2.94514 -0.0316682 1.19726 1.27065 2.00899 1.45066 1.76443 -0.44808 1.17107 0.988924 1.9775 -1.38863 1.2898 2.15634 -0.504127 1.65461 1.9391 1.38779 1.23297 1.62124 0.946726 0.594539 0.764281 1.03827 0.991915 1.65114 1.62597 1.39371 1.95056 0.941567 1.22416 1.08769 1.32493 -0.108476 -2.16818 1.02245 0.921285 -0.464823 -0.0026805  10933.5 10136.2 9867.62 9686.94 9600.49 9229.95 9155.16 9267.27 9590.55 10479.4 11726.3 13192.7 14255.8 14725.7 15685.2 16349.6 16071.4 16299.7 17149.8 18497.1 20426 22300.9 23852 24380.9 25028.3 25935.1 26667.1 27703 29056 30933.3 32653.3 34058.6 35042.8 36153.4 37205.8 37856.6 37511.2 37026.3 36784 36814.2 36676.3 37372.7 38372.5 39549.5 40632 40807.7 40860.6 39999.7 0.853115  38836.5 37629.2 36164.9 34638.8 33070.7 31465.4 29870.2 28399.9 27189.1 26307.3 25747.9 25426.9 25237.7 25093.7 25038.7  6033.92 5797.29 5545.31 5315.2 5080.37 4819.78 4549.97 4302.29 4111.91 3924.41 3781.72 3708.31 3669.58 3618.14 3565.62 1.6556 1.72258 3.92657 8.64136 0.891559 9.71785 5.42247 1.39414 5.40772 2.43907 94106.9
1.34928 0.596595 1 0.119958 0.07 50774.7 11622.2 468.212  23592.6 23757.3 24343 26524.2 27657.4 30450.7 31995.5 34173.6 37455 40042.4 42671.7 45510.3 47436.4 51884.9 57582.7 63529.7 65431.6 69350.1 71864.7 77901.6 80927.7 84515.2 90169.6 90543.5 92931.7 97196.1 100694 104321 109108 112072 114885 115640 115132 115190 116236 118152 117328 120656 123651 127115 128439 132962 134490 134366 133492 130810 127468 121967  -0.46902 -0.88787 -3.03031 -1.64593 -1.7398 -1.93247 -0.848015 -1.24811 -0.487983 -0.297036 -1.95513 -0.0839877 -2.27712 -0.380122 -1.41697 -2.7391 -1.65366 -1.68418 -2.53139 -2.16669 -0.790653 -3.81334 -1.2459 -0.353125 -2.08009 0.0809222 0.414483 -0.485641 -0.0652948 0.399002 -0.128033 1.32359 -1.72905 1.57834 -0.107849 0.790744 1.25978 -3.66395 0.363579 0.921412 0.768929 2.08965 1.84227 1.54484 -0.38285 1.67292 0.286324 2.24963 -1.99163 1.3277 2.17268 -0.701935 1.68729 2.01154 1.36916 1.36249 1.79756 0.150569 1.2834 0.864556 0.960963 1.13255 1.82062 1.65648 0.438733 2.28214 1.61673 1.68882 0.602531 2.08997 -1.17406 -0.528914 0.164493 0.709276 -0.692523 -1.32854  9172.58 8714.14 8612.29 8706.79 8907.65 9034.92 9158.51 9507.78 10216.6 11435.6 12838.6 14343.2 15526.3 16448.3 17471.1 18411.2 18268.2 18671 19733.1 21512.4 23769.6 26028.7 27973.3 28620.6 29460.4 30609.6 31885.2 33363.2 35103.1 37095.8 39054.2 40592 41735.1 43021.5 43827.9 44531 44244.1 44044.5 44025.2 44220.9 44499.5 45605.1 47076.3 48606.1 50339.4 51327.6 52206.4 51941.6 0.89601  50774.7 47989.9 44992.1 41876 38820.7 35988.1 33509.9 31437.1 29723.7 28237 26969.5 26055.7 25689.9 26020.4 26962.1  11622.2 10960.9 10186.5 9430.47 8702.64 8001.39 7399.92 6967.46 6640.68 6321.56 5990.56 5675.87 5477.56 5525.03 5894.62 2.02095 10.8435 1.15054 6.96017 0.465807 3.44289 3.70025 5.3828 27.9446 6.22187 117478
1.52466 0.707972 1 0.158088 0.07 36642 10924.6 481.316  31349.9 30163.9 29667.2 31090.1 31512.9 32917.7 34263.2 35720.9 36932.6 38615 39701.8 42492.6 44776.6 50459.1 56208.7 62036.4 63989.4 67109.9 69600.9 75216.7 78262.6 81892.8 86256.4 86383.1 88391.3 92366.1 95155.2 98933.4 101708 103908 105614 105740 105472 105641 105610 106982 106526 108140 108930 109772 108992 108755 106357 103827 101190 97085.8 92246.9 86959.2  0.718492 0.00490503 -1.07859 -1.17689 -2.91357 2.29214 1.01916 0.580889 -0.569249 0.701801 1.20781 0.120132 -2.36612 -0.685122 -0.6429 -2.83238 -0.177687 -1.4782 -0.599148 0.281542 -1.89594 -3.72254 0.0110259 -2.06945 -2.125 0.706251 -1.39512 -0.135802 0.558903 -0.682194 0.676491 1.85577 -0.501207 1.43257 0.232478 1.15863 0.104446 1.10294 -1.20233 1.89517 1.46033 2.69905 2.03736 1.99024 0.594721 1.54578 1.24044 2.74869 -4.19011 1.6836 2.58344 -1.14466 2.10957 2.25106 1.65646 1.85595 1.83059 0.948144 1.33459 1.27344 1.69961 1.58296 2.04049 1.81981 1.58744 2.32803 1.19959 1.4 1.11519 1.19319 -1.35157 -0.332906 -0.00703812 -0.0240022 -0.423369 -0.0432371  13692.9 12927.2 12323.1 11915.8 11523.8 11197.4 11208.2 11228.1 11605.8 12271.9 13195.3 14201.4 14947.3 15465.4 16038.2 16447 15973.4 16463 17698.6 19486.6 21932.5 24338.1 25772.7 26296.9 26902 28182.3 29435.7 31120.3 32466.5 34170.6 35850.3 37086.4 37997.9 38995.2 39208.8 39717.5 39197.1 38721.9 38549.3 38688.5 38643.8 39263.9 39656.6 40302.4 40987.9 40871.7 40159.3 38840.7 0.456676  36642 33343.3 30317.5 27654.1 25570.3 24249.8 23757.4 23994.2 24651.4 25610.9 26933.2 28898.3 31849.9 35683.6 39609.7  10924.6 9867.47 8871.59 7994.23 7297.2 6916.97 6941.86 7181.23 7469.05 7720.39 7915.11 8299.57 9320.61 11077.6 12699.9 21.3658 0.669288 18.9174 4.59386 8.99871 3.76407 13.723 65.4987 2.27941 17.1582 86348.3
