"Year","catch_Trawl","discard_Trawl","catch_Fixed","discard_Fixed","tot_discard"
2000,99.1548292868442,0.859311245307655,0.845170713155776,0.19147917663954,0.85366692425021
2001,98.9888980911816,1.75301423826053,1.01110190881843,0.0487567040468064,1.73578245780091
2002,99.0400284436017,4.30340742513537,0.959971556398329,0.51440329218107,4.26703406318825
2003,99.246739762988,1.5491053089765,0.753260237011956,17.988674772837,1.67293804888372
2004,96.8904863872744,1.22714410210266,3.1095136127256,19.8330117169271,1.80569608835133
2005,97.8627949337452,0.618150172049046,2.13720506625479,15.7087626082637,0.940667505564701
2006,98.87827511717,4.68542496679947,1.12172488283002,30.99406472806,4.98053552533564
2007,98.8657628321061,0.616337050515109,1.13423716789389,7.27050313796405,0.691811075492345
2008,99.2320033760284,0.467350093160275,0.767996623971574,34.7935821164593,0.730974396235861
2009,99.3075496500795,1.123233526002,0.692450349920477,51.1503249371472,1.46964629553351
2010,99.4788552383114,0.811700794028713,0.521144761688629,36.2651186067963,0.996464423799534
2011,99.196290779306,1.54132829418896,0.803709220693992,30.0073469132661,1.77011231059495
2012,99.4963337665845,3.77765203673831,0.5036662334155,39.0092167991342,3.95510153195042
2013,98.6374539857841,4.70052406106138,1.36254601421592,42.3939857440288,5.21411482084266
2014,98.7542183788125,2.56797708297912,1.24578162118751,48.7463173668366,3.14325835920485
2015,98.4460600645242,4.74835315237521,1.55393993547583,39.026883891292,5.2810209308216
2016,97.452980575392,3.17516865542703,2.547019424608,39.3915698209155,4.09760742800598
2017,96.623120873445,5.71695942804287,3.37687912655501,61.5699734199918,7.60304819908884
2018,98.8829169802557,1.86722212241516,1.11708301974429,51.6758335750353,2.42362566332279
2019,98.9319894806444,6.08633866142069,1.06801051935564,24.4765142748077,6.28274767149964
2020,99.486122385923,2.50059338744752,0.513877614077,24.0160306233707,2.61115640297372
2021,99.6943319927396,3.53915072186571,0.305668007260396,34.2043134338474,3.63288431365058
2022,99.5485201048987,1.43584798380057,0.451479895101304,58.757812052112,1.69464512704619
2023,99.815599552207,1.06607723114092,0.184400447793051,36.5657445235698,1.13153877659321
2024,99.6525197607071,3.97636883352241,0.347480239292921,29.7728644853614,4.06600655834261
