Alt Stock Year ABC OFL Catch SSB F Total_Biom
1 Model_1_goa_dr_2022.dat 2022 8.04608 9.79664 2.64385 45.051 0.0291545 109.82
1 Model_1_goa_dr_2022.dat 2023 7.91656262 9.6379668 7.91656262 44.2326268 0.0913417 107.159784
1 Model_1_goa_dr_2022.dat 2024 7.2615926 8.84023679 7.2615926 40.8691403 0.0913417 99.6261096
1 Model_1_goa_dr_2022.dat 2025 6.61709054 8.05534786 6.61709054 37.4678829 0.0913417 93.5286209
1 Model_1_goa_dr_2022.dat 2026 5.99177032 7.2939494 5.99177032 34.2170976 0.0913417 88.7791988
1 Model_1_goa_dr_2022.dat 2027 5.41922446 6.59721129 5.41922446 31.3111704 0.0913417 85.2745968
1 Model_1_goa_dr_2022.dat 2028 4.95027556 6.02713633 4.95027556 28.932554 0.0913417 82.9179602
1 Model_1_goa_dr_2022.dat 2029 4.62573011 5.6296636 4.62573011 27.1990562 0.0911052805 81.5350428
1 Model_1_goa_dr_2022.dat 2030 4.36474952 5.30891129 4.36474952 26.122932 0.0886428022 80.8415072
1 Model_1_goa_dr_2022.dat 2031 4.24181444 5.16007274 4.24181444 25.6008151 0.0866953339 80.7291993
1 Model_1_goa_dr_2022.dat 2032 4.21075169 5.12280999 4.21075169 25.4329624 0.0857171178 80.8578775
1 Model_1_goa_dr_2022.dat 2033 4.22055002 5.13517421 4.22055002 25.4563462 0.0853580125 81.1429564
1 Model_1_goa_dr_2022.dat 2034 4.24850736 5.16949835 4.24850736 25.5701425 0.0853602913 81.4048659
1 Model_1_goa_dr_2022.dat 2035 4.28555944 5.21485976 4.28555944 25.7235276 0.0855164184 81.6804124
2 Model_1_goa_dr_2022.dat 2022 8.04608 9.79664 2.64385 45.051 0.0291545 109.82
2 Model_1_goa_dr_2022.dat 2023 7.91656262 9.6379668 7.91656262 44.2326268 0.0913417 107.159784
2 Model_1_goa_dr_2022.dat 2024 7.2615926 8.84023679 7.2615926 40.8691403 0.0913417 99.6261096
2 Model_1_goa_dr_2022.dat 2025 6.61709054 8.05534786 6.61709054 37.4678829 0.0913417 93.5286209
2 Model_1_goa_dr_2022.dat 2026 5.99177032 7.2939494 5.99177032 34.2170976 0.0913417 88.7791988
2 Model_1_goa_dr_2022.dat 2027 5.41922446 6.59721129 5.41922446 31.3111704 0.0913417 85.2745968
2 Model_1_goa_dr_2022.dat 2028 4.95027556 6.02713633 4.95027556 28.932554 0.0913417 82.9179602
2 Model_1_goa_dr_2022.dat 2029 4.62573011 5.6296636 4.62573011 27.1990562 0.0911052805 81.5350428
2 Model_1_goa_dr_2022.dat 2030 4.36474952 5.30891129 4.36474952 26.122932 0.0886428022 80.8415072
2 Model_1_goa_dr_2022.dat 2031 4.24181444 5.16007274 4.24181444 25.6008151 0.0866953339 80.7291993
2 Model_1_goa_dr_2022.dat 2032 4.21075169 5.12280999 4.21075169 25.4329624 0.0857171178 80.8578775
2 Model_1_goa_dr_2022.dat 2033 4.22055002 5.13517421 4.22055002 25.4563462 0.0853580125 81.1429564
2 Model_1_goa_dr_2022.dat 2034 4.24850736 5.16949835 4.24850736 25.5701425 0.0853602913 81.4048659
2 Model_1_goa_dr_2022.dat 2035 4.28555944 5.21485976 4.28555944 25.7235276 0.0855164184 81.6804124
3 Model_1_goa_dr_2022.dat 2022 4.10966 9.79664 2.64385 45.051 0.0291545 109.82
3 Model_1_goa_dr_2022.dat 2023 4.04441448 9.6379668 4.04441448 44.5566066 0.0456709 107.159784
3 Model_1_goa_dr_2022.dat 2024 3.87332263 9.22887184 3.87332263 42.9733892 0.0456709 103.4793799
3 Model_1_goa_dr_2022.dat 2025 3.6814756 8.77059772 3.6814756 41.0862661 0.0456709 100.5804796
3 Model_1_goa_dr_2022.dat 2026 3.47375858 8.27494434 3.47375858 39.0753932 0.0456709 98.4151563
3 Model_1_goa_dr_2022.dat 2027 3.26844692 7.78637349 3.26844692 37.1458756 0.0456709 96.9338739
3 Model_1_goa_dr_2022.dat 2028 3.09392804 7.37297669 3.09392804 35.5047872 0.0456709 96.1130761
3 Model_1_goa_dr_2022.dat 2029 2.9806427 7.10693403 2.9806427 34.3084804 0.0456709 95.8744608
3 Model_1_goa_dr_2022.dat 2030 2.93758703 7.00750205 2.93758703 33.6156033 0.0456709 96.0466085
3 Model_1_goa_dr_2022.dat 2031 2.9405218 7.01592072 2.9405218 33.3502539 0.0456709 96.5365877
3 Model_1_goa_dr_2022.dat 2032 2.96320809 7.07028154 2.96320809 33.3748043 0.0456709 97.1130404
3 Model_1_goa_dr_2022.dat 2033 2.99119093 7.13681301 2.99119093 33.5677672 0.045670782 97.7756953
3 Model_1_goa_dr_2022.dat 2034 3.01959899 7.20435445 3.01959899 33.8445427 0.0456676376 98.3843157
3 Model_1_goa_dr_2022.dat 2035 3.04893648 7.2742379 3.04893648 34.159266 0.045660886 98.9941238
4 Model_1_goa_dr_2022.dat 2022 2.77167 9.79664 2.64385 45.051 0.0291545 109.82
4 Model_1_goa_dr_2022.dat 2023 2.72786167 9.6379668 2.72786167 44.664159 0.0305845 107.159784
4 Model_1_goa_dr_2022.dat 2024 2.65000689 9.36108097 2.65000689 43.6928205 0.0305845 104.789886
4 Model_1_goa_dr_2022.dat 2025 2.55420248 9.02109981 2.55420248 42.3599746 0.0305845 103.0492889
4 Model_1_goa_dr_2022.dat 2026 2.4433619 8.62852639 2.4433619 40.835512 0.0305845 101.886747
