"","year","age","value","groups","Age","Year","eff_N","N_tmp"
"43",2001,19,0.0116054,"obs","19","2001",211.614,54.9062
"44",2001,20,0.0174081,"obs","20","2001",211.614,54.9062
"45",2001,21,0.0116054,"obs","21","2001",211.614,54.9062
"46",2001,22,0.00967118,"obs","22","2001",211.614,54.9062
"47",2001,23,0.00967118,"obs","23","2001",211.614,54.9062
"48",2001,24,0.0193424,"obs","24","2001",211.614,54.9062
"49",2001,25,0.0135397,"obs","25","2001",211.614,54.9062
"50",2001,26,0.00967118,"obs","26","2001",211.614,54.9062
"51",2001,27,0.00386847,"obs","27","2001",211.614,54.9062
"52",2001,28,0.00773694,"obs","28","2001",211.614,54.9062
"53",2001,29,0.00193424,"obs","29","2001",211.614,54.9062
"54",2001,30,0.00967118,"obs","30","2001",211.614,54.9062
"55",2002,4,0,"obs","4","2002",175.034,47.72
"56",2002,5,0,"obs","5","2002",175.034,47.72
"57",2002,6,0,"obs","6","2002",175.034,47.72
"58",2002,7,0.00680272,"obs","7","2002",175.034,47.72
"59",2002,8,0.00907029,"obs","8","2002",175.034,47.72
"60",2002,9,0.0113379,"obs","9","2002",175.034,47.72
"61",2002,10,0.104308,"obs","10","2002",175.034,47.72
"62",2002,11,0.108844,"obs","11","2002",175.034,47.72
"63",2002,12,0.0952381,"obs","12","2002",175.034,47.72
"64",2002,13,0.0634921,"obs","13","2002",175.034,47.72
"65",2002,14,0.154195,"obs","14","2002",175.034,47.72
"66",2002,15,0.133787,"obs","15","2002",175.034,47.72
"67",2002,16,0.120181,"obs","16","2002",175.034,47.72
"68",2002,17,0.0521542,"obs","17","2002",175.034,47.72
"69",2002,18,0.0249433,"obs","18","2002",175.034,47.72
"70",2002,19,0.0113379,"obs","19","2002",175.034,47.72
"71",2002,20,0.00680272,"obs","20","2002",175.034,47.72
"72",2002,21,0.015873,"obs","21","2002",175.034,47.72
"73",2002,22,0.00453515,"obs","22","2002",175.034,47.72
"74",2002,23,0.00680272,"obs","23","2002",175.034,47.72
"75",2002,24,0.0136054,"obs","24","2002",175.034,47.72
"76",2002,25,0.015873,"obs","25","2002",175.034,47.72
"77",2002,26,0.0113379,"obs","26","2002",175.034,47.72
"78",2002,27,0.00680272,"obs","27","2002",175.034,47.72
"79",2002,28,0,"obs","28","2002",175.034,47.72
"80",2002,29,0.00226757,"obs","29","2002",175.034,47.72
"81",2002,30,0.0204082,"obs","30","2002",175.034,47.72
"82",2003,4,0,"obs","4","2003",362.338,77.1763
"83",2003,5,0,"obs","5","2003",362.338,77.1763
"84",2003,6,0.00159236,"obs","6","2003",362.338,77.1763
"85",2003,7,0,"obs","7","2003",362.338,77.1763
"86",2003,8,0.0191083,"obs","8","2003",362.338,77.1763
"87",2003,9,0.0302548,"obs","9","2003",362.338,77.1763
"88",2003,10,0.0461783,"obs","10","2003",362.338,77.1763
"89",2003,11,0.176752,"obs","11","2003",362.338,77.1763
"90",2003,12,0.101911,"obs","12","2003",362.338,77.1763
"91",2003,13,0.0907643,"obs","13","2003",362.338,77.1763
"92",2003,14,0.0382166,"obs","14","2003",362.338,77.1763
"93",2003,15,0.0732484,"obs","15","2003",362.338,77.1763
"94",2003,16,0.127389,"obs","16","2003",362.338,77.1763
"95",2003,17,0.0971338,"obs","17","2003",362.338,77.1763
"96",2003,18,0.0621019,"obs","18","2003",362.338,77.1763
"97",2003,19,0.0175159,"obs","19","2003",362.338,77.1763
"98",2003,20,0.0143312,"obs","20","2003",362.338,77.1763
"99",2003,21,0.00796178,"obs","21","2003",362.338,77.1763
"100",2003,22,0.00796178,"obs","22","2003",362.338,77.1763
"101",2003,23,0.00955414,"obs","23","2003",362.338,77.1763
"102",2003,24,0.00159236,"obs","24","2003",362.338,77.1763
"103",2003,25,0.0191083,"obs","25","2003",362.338,77.1763
"104",2003,26,0.0143312,"obs","26","2003",362.338,77.1763
"105",2003,27,0.0143312,"obs","27","2003",362.338,77.1763
"106",2003,28,0.00796178,"obs","28","2003",362.338,77.1763
"107",2003,29,0.00318471,"obs","29","2003",362.338,77.1763
"108",2003,30,0.0175159,"obs","30","2003",362.338,77.1763
"109",2004,4,0.00236967,"obs","4","2004",213.949,52.2261
"110",2004,5,0,"obs","5","2004",213.949,52.2261
"111",2004,6,0.00473934,"obs","6","2004",213.949,52.2261
"112",2004,7,0.007109,"obs","7","2004",213.949,52.2261
"113",2004,8,0.00236967,"obs","8","2004",213.949,52.2261
"114",2004,9,0.0545024,"obs","9","2004",213.949,52.2261
"115",2004,10,0.0687204,"obs","10","2004",213.949,52.2261
"116",2004,11,0.0663507,"obs","11","2004",213.949,52.2261
"117",2004,12,0.182464,"obs","12","2004",213.949,52.2261
"118",2004,13,0.113744,"obs","13","2004",213.949,52.2261
"119",2004,14,0.0829384,"obs","14","2004",213.949,52.2261
"120",2004,15,0.0402844,"obs","15","2004",213.949,52.2261
"121",2004,16,0.0758294,"obs","16","2004",213.949,52.2261
"122",2004,17,0.104265,"obs","17","2004",213.949,52.2261
"123",2004,18,0.0545024,"obs","18","2004",213.949,52.2261
"124",2004,19,0.0189573,"obs","19","2004",213.949,52.2261
"125",2004,20,0.021327,"obs","20","2004",213.949,52.2261
"126",2004,21,0.0165877,"obs","21","2004",213.949,52.2261
"127",2004,22,0.0118483,"obs","22","2004",213.949,52.2261
"128",2004,23,0.007109,"obs","23","2004",213.949,52.2261
"129",2004,24,0,"obs","24","2004",213.949,52.2261
"130",2004,25,0,"obs","25","2004",213.949,52.2261
"131",2004,26,0.00236967,"obs","26","2004",213.949,52.2261
"132",2004,27,0.0189573,"obs","27","2004",213.949,52.2261
"133",2004,28,0.0189573,"obs","28","2004",213.949,52.2261
"134",2004,29,0.00236967,"obs","29","2004",213.949,52.2261
"135",2004,30,0.021327,"obs","30","2004",213.949,52.2261
"136",2005,4,0,"obs","4","2005",173.809,53.8605
"137",2005,5,0,"obs","5","2005",173.809,53.8605
"138",2005,6,0,"obs","6","2005",173.809,53.8605
"139",2005,7,0.00225225,"obs","7","2005",173.809,53.8605
"140",2005,8,0.0045045,"obs","8","2005",173.809,53.8605
"141",2005,9,0.0135135,"obs","9","2005",173.809,53.8605
"142",2005,10,0.0923423,"obs","10","2005",173.809,53.8605
"143",2005,11,0.103604,"obs","11","2005",173.809,53.8605
"144",2005,12,0.0788288,"obs","12","2005",173.809,53.8605
"145",2005,13,0.191441,"obs","13","2005",173.809,53.8605
"146",2005,14,0.0990991,"obs","14","2005",173.809,53.8605
"147",2005,15,0.0608108,"obs","15","2005",173.809,53.8605
"148",2005,16,0.0382883,"obs","16","2005",173.809,53.8605
"149",2005,17,0.0608108,"obs","17","2005",173.809,53.8605
"150",2005,18,0.0608108,"obs","18","2005",173.809,53.8605
"151",2005,19,0.0630631,"obs","19","2005",173.809,53.8605
"152",2005,20,0.0382883,"obs","20","2005",173.809,53.8605
"153",2005,21,0.0225225,"obs","21","2005",173.809,53.8605
"154",2005,22,0.0225225,"obs","22","2005",173.809,53.8605
"155",2005,23,0.00225225,"obs","23","2005",173.809,53.8605
"156",2005,24,0,"obs","24","2005",173.809,53.8605
"157",2005,25,0.00675676,"obs","25","2005",173.809,53.8605
"158",2005,26,0.0045045,"obs","26","2005",173.809,53.8605
"159",2005,27,0,"obs","27","2005",173.809,53.8605
"160",2005,28,0.00900901,"obs","28","2005",173.809,53.8605
"161",2005,29,0.00225225,"obs","29","2005",173.809,53.8605
"162",2005,30,0.0225225,"obs","30","2005",173.809,53.8605
"163",2006,4,0,"obs","4","2006",315.809,39.3976
"164",2006,5,0,"obs","5","2006",315.809,39.3976
"165",2006,6,0,"obs","6","2006",315.809,39.3976
"166",2006,7,0.00647249,"obs","7","2006",315.809,39.3976
"167",2006,8,0.02589,"obs","8","2006",315.809,39.3976
"168",2006,9,0.0355987,"obs","9","2006",315.809,39.3976
"169",2006,10,0.0776699,"obs","10","2006",315.809,39.3976
"170",2006,11,0.145631,"obs","11","2006",315.809,39.3976
"171",2006,12,0.0970874,"obs","12","2006",315.809,39.3976
"172",2006,13,0.0744337,"obs","13","2006",315.809,39.3976
"173",2006,14,0.113269,"obs","14","2006",315.809,39.3976
"174",2006,15,0.0711974,"obs","15","2006",315.809,39.3976
"175",2006,16,0.0517799,"obs","16","2006",315.809,39.3976
"176",2006,17,0.038835,"obs","17","2006",315.809,39.3976
"177",2006,18,0.0711974,"obs","18","2006",315.809,39.3976
"178",2006,19,0.0355987,"obs","19","2006",315.809,39.3976
"179",2006,20,0.0485437,"obs","20","2006",315.809,39.3976
"180",2006,21,0.0226537,"obs","21","2006",315.809,39.3976
"181",2006,22,0.0194175,"obs","22","2006",315.809,39.3976
"182",2006,23,0.00970874,"obs","23","2006",315.809,39.3976
"183",2006,24,0.00647249,"obs","24","2006",315.809,39.3976
"184",2006,25,0.00323625,"obs","25","2006",315.809,39.3976
"185",2006,26,0,"obs","26","2006",315.809,39.3976
"186",2006,27,0.00647249,"obs","27","2006",315.809,39.3976
"187",2006,28,0.00647249,"obs","28","2006",315.809,39.3976
"188",2006,29,0.00323625,"obs","29","2006",315.809,39.3976
"189",2006,30,0.0291262,"obs","30","2006",315.809,39.3976
"190",2008,4,0,"obs","4","2008",367.974,80.0468
"191",2008,5,0,"obs","5","2008",367.974,80.0468
"192",2008,6,0,"obs","6","2008",367.974,80.0468
"193",2008,7,0.00662252,"obs","7","2008",367.974,80.0468
"194",2008,8,0.00662252,"obs","8","2008",367.974,80.0468
"195",2008,9,0.0380795,"obs","9","2008",367.974,80.0468
"196",2008,10,0.0860927,"obs","10","2008",367.974,80.0468
"197",2008,11,0.109272,"obs","11","2008",367.974,80.0468
"198",2008,12,0.0645695,"obs","12","2008",367.974,80.0468
"199",2008,13,0.163907,"obs","13","2008",367.974,80.0468
"200",2008,14,0.0761589,"obs","14","2008",367.974,80.0468
"201",2008,15,0.0596026,"obs","15","2008",367.974,80.0468
"202",2008,16,0.057947,"obs","16","2008",367.974,80.0468
"203",2008,17,0.044702,"obs","17","2008",367.974,80.0468
"204",2008,18,0.0413907,"obs","18","2008",367.974,80.0468
"205",2008,19,0.0430464,"obs","19","2008",367.974,80.0468
"206",2008,20,0.0496689,"obs","20","2008",367.974,80.0468
"207",2008,21,0.0364238,"obs","21","2008",367.974,80.0468
"208",2008,22,0.0298013,"obs","22","2008",367.974,80.0468
"209",2008,23,0.013245,"obs","23","2008",367.974,80.0468
"210",2008,24,0.00993377,"obs","24","2008",367.974,80.0468
"211",2008,25,0.00496689,"obs","25","2008",367.974,80.0468
"212",2008,26,0.00331126,"obs","26","2008",367.974,80.0468
"213",2008,27,0.00165563,"obs","27","2008",367.974,80.0468
"214",2008,28,0.00496689,"obs","28","2008",367.974,80.0468
"215",2008,29,0.00496689,"obs","29","2008",367.974,80.0468
"216",2008,30,0.0430464,"obs","30","2008",367.974,80.0468
"217",2010,4,0,"obs","4","2010",296.263,50.9969
"218",2010,5,0,"obs","5","2010",296.263,50.9969
"219",2010,6,0,"obs","6","2010",296.263,50.9969
"220",2010,7,0,"obs","7","2010",296.263,50.9969
"221",2010,8,0.0060241,"obs","8","2010",296.263,50.9969
"222",2010,9,0.0331325,"obs","9","2010",296.263,50.9969
"223",2010,10,0.0542169,"obs","10","2010",296.263,50.9969
"224",2010,11,0.0692771,"obs","11","2010",296.263,50.9969
"225",2010,12,0.150602,"obs","12","2010",296.263,50.9969
"226",2010,13,0.105422,"obs","13","2010",296.263,50.9969
"227",2010,14,0.0481928,"obs","14","2010",296.263,50.9969
"228",2010,15,0.13253,"obs","15","2010",296.263,50.9969
"229",2010,16,0.0662651,"obs","16","2010",296.263,50.9969
"230",2010,17,0.0271084,"obs","17","2010",296.263,50.9969
"231",2010,18,0.0451807,"obs","18","2010",296.263,50.9969
"232",2010,19,0.0421687,"obs","19","2010",296.263,50.9969
"233",2010,20,0.0180723,"obs","20","2010",296.263,50.9969
"234",2010,21,0.00903614,"obs","21","2010",296.263,50.9969
"235",2010,22,0.0512048,"obs","22","2010",296.263,50.9969
"236",2010,23,0.0512048,"obs","23","2010",296.263,50.9969
"237",2010,24,0.0210843,"obs","24","2010",296.263,50.9969
"238",2010,25,0.0120482,"obs","25","2010",296.263,50.9969
"239",2010,26,0.00903614,"obs","26","2010",296.263,50.9969
"240",2010,27,0.00301205,"obs","27","2010",296.263,50.9969
"241",2010,28,0,"obs","28","2010",296.263,50.9969
"242",2010,29,0.00301205,"obs","29","2010",296.263,50.9969
"243",2010,30,0.0421687,"obs","30","2010",296.263,50.9969
"244",2012,4,0,"obs","4","2012",228.265,92.7317
"245",2012,5,0,"obs","5","2012",228.265,92.7317
"246",2012,6,0,"obs","6","2012",228.265,92.7317
"247",2012,7,0.00163399,"obs","7","2012",228.265,92.7317
"248",2012,8,0.00326797,"obs","8","2012",228.265,92.7317
"249",2012,9,0.00326797,"obs","9","2012",228.265,92.7317
"250",2012,10,0.0245098,"obs","10","2012",228.265,92.7317
"251",2012,11,0.0898693,"obs","11","2012",228.265,92.7317
"252",2012,12,0.0947712,"obs","12","2012",228.265,92.7317
"253",2012,13,0.116013,"obs","13","2012",228.265,92.7317
"254",2012,14,0.138889,"obs","14","2012",228.265,92.7317
"255",2012,15,0.0849673,"obs","15","2012",228.265,92.7317
"256",2012,16,0.0620915,"obs","16","2012",228.265,92.7317
"257",2012,17,0.0751634,"obs","17","2012",228.265,92.7317
"258",2012,18,0.0326797,"obs","18","2012",228.265,92.7317
"259",2012,19,0.0212418,"obs","19","2012",228.265,92.7317
"260",2012,20,0.0294118,"obs","20","2012",228.265,92.7317
"261",2012,21,0.0343137,"obs","21","2012",228.265,92.7317
"262",2012,22,0.0359477,"obs","22","2012",228.265,92.7317
"263",2012,23,0.0212418,"obs","23","2012",228.265,92.7317
"264",2012,24,0.0310458,"obs","24","2012",228.265,92.7317
"265",2012,25,0.0212418,"obs","25","2012",228.265,92.7317
"266",2012,26,0.0130719,"obs","26","2012",228.265,92.7317
"267",2012,27,0.0147059,"obs","27","2012",228.265,92.7317
"268",2012,28,0.00653595,"obs","28","2012",228.265,92.7317
"269",2012,29,0.00326797,"obs","29","2012",228.265,92.7317
"270",2012,30,0.0408497,"obs","30","2012",228.265,92.7317
"271",2014,4,0,"obs","4","2014",306.187,90.0759
"272",2014,5,0,"obs","5","2014",306.187,90.0759
"273",2014,6,0.00309119,"obs","6","2014",306.187,90.0759
"274",2014,7,0,"obs","7","2014",306.187,90.0759
"275",2014,8,0.0185471,"obs","8","2014",306.187,90.0759
"276",2014,9,0.00772798,"obs","9","2014",306.187,90.0759
"277",2014,10,0.0355487,"obs","10","2014",306.187,90.0759
"278",2014,11,0.0216383,"obs","11","2014",306.187,90.0759
"279",2014,12,0.0309119,"obs","12","2014",306.187,90.0759
"280",2014,13,0.0989181,"obs","13","2014",306.187,90.0759
"281",2014,14,0.064915,"obs","14","2014",306.187,90.0759
"282",2014,15,0.0757342,"obs","15","2014",306.187,90.0759
"283",2014,16,0.109737,"obs","16","2014",306.187,90.0759
"284",2014,17,0.0880989,"obs","17","2014",306.187,90.0759
"285",2014,18,0.0602782,"obs","18","2014",306.187,90.0759
"286",2014,19,0.0710974,"obs","19","2014",306.187,90.0759
"287",2014,20,0.0479134,"obs","20","2014",306.187,90.0759
"288",2014,21,0.0278207,"obs","21","2014",306.187,90.0759
"289",2014,22,0.0309119,"obs","22","2014",306.187,90.0759
"290",2014,23,0.0324575,"obs","23","2014",306.187,90.0759
"291",2014,24,0.0200927,"obs","24","2014",306.187,90.0759
"292",2014,25,0.015456,"obs","25","2014",306.187,90.0759
"293",2014,26,0.0216383,"obs","26","2014",306.187,90.0759
"294",2014,27,0.0324575,"obs","27","2014",306.187,90.0759
"295",2014,28,0.015456,"obs","28","2014",306.187,90.0759
"296",2014,29,0.0231839,"obs","29","2014",306.187,90.0759
"297",2014,30,0.0463679,"obs","30","2014",306.187,90.0759
"298",2016,4,0,"obs","4","2016",923.467,98.028
"299",2016,5,0,"obs","5","2016",923.467,98.028
"300",2016,6,0.00638978,"obs","6","2016",923.467,98.028
"301",2016,7,0.00159744,"obs","7","2016",923.467,98.028
"302",2016,8,0.0127796,"obs","8","2016",923.467,98.028
"303",2016,9,0.0335463,"obs","9","2016",923.467,98.028
"304",2016,10,0.057508,"obs","10","2016",923.467,98.028
"305",2016,11,0.0559105,"obs","11","2016",923.467,98.028
"306",2016,12,0.0543131,"obs","12","2016",923.467,98.028
"307",2016,13,0.0638978,"obs","13","2016",923.467,98.028
"308",2016,14,0.0543131,"obs","14","2016",923.467,98.028
"309",2016,15,0.0894569,"obs","15","2016",923.467,98.028
"310",2016,16,0.0623003,"obs","16","2016",923.467,98.028
"311",2016,17,0.0559105,"obs","17","2016",923.467,98.028
"312",2016,18,0.0766773,"obs","18","2016",923.467,98.028
"313",2016,19,0.0559105,"obs","19","2016",923.467,98.028
"314",2016,20,0.043131,"obs","20","2016",923.467,98.028
"315",2016,21,0.0479233,"obs","21","2016",923.467,98.028
"316",2016,22,0.0335463,"obs","22","2016",923.467,98.028
"317",2016,23,0.0207668,"obs","23","2016",923.467,98.028
"318",2016,24,0.0367412,"obs","24","2016",923.467,98.028
"319",2016,25,0.0223642,"obs","25","2016",923.467,98.028
"320",2016,26,0.0207668,"obs","26","2016",923.467,98.028
"321",2016,27,0.0127796,"obs","27","2016",923.467,98.028
"322",2016,28,0.0111821,"obs","28","2016",923.467,98.028
"323",2016,29,0.014377,"obs","29","2016",923.467,98.028
"324",2016,30,0.0559105,"obs","30","2016",923.467,98.028
"325",2018,4,0,"obs","4","2018",206.338,100
"326",2018,5,0,"obs","5","2018",206.338,100
"327",2018,6,0,"obs","6","2018",206.338,100
"328",2018,7,0.0104012,"obs","7","2018",206.338,100
"329",2018,8,0.0594354,"obs","8","2018",206.338,100
"330",2018,9,0.0475483,"obs","9","2018",206.338,100
"331",2018,10,0.0713224,"obs","10","2018",206.338,100
"332",2018,11,0.117385,"obs","11","2018",206.338,100
"333",2018,12,0.0906389,"obs","12","2018",206.338,100
"334",2018,13,0.077266,"obs","13","2018",206.338,100
"335",2018,14,0.0445765,"obs","14","2018",206.338,100
"336",2018,15,0.0267459,"obs","15","2018",206.338,100
"337",2018,16,0.0505201,"obs","16","2018",206.338,100
"338",2018,17,0.0445765,"obs","17","2018",206.338,100
"339",2018,18,0.0490342,"obs","18","2018",206.338,100
"340",2018,19,0.0579495,"obs","19","2018",206.338,100
"341",2018,20,0.0371471,"obs","20","2018",206.338,100
"342",2018,21,0.0326895,"obs","21","2018",206.338,100
"343",2018,22,0.0341753,"obs","22","2018",206.338,100
"344",2018,23,0.0208024,"obs","23","2018",206.338,100
"345",2018,24,0.0208024,"obs","24","2018",206.338,100
"346",2018,25,0.0193165,"obs","25","2018",206.338,100
"347",2018,26,0.0163447,"obs","26","2018",206.338,100
"348",2018,27,0.0178306,"obs","27","2018",206.338,100
"349",2018,28,0.0089153,"obs","28","2018",206.338,100
"350",2018,29,0.00445765,"obs","29","2018",206.338,100
"351",2018,30,0.0401189,"obs","30","2018",206.338,100
"352",2020,4,0,"obs","4","2020",733.365,76.5617
"353",2020,5,0,"obs","5","2020",733.365,76.5617
"354",2020,6,0.00221729,"obs","6","2020",733.365,76.5617
"355",2020,7,0.00665188,"obs","7","2020",733.365,76.5617
"356",2020,8,0.0177384,"obs","8","2020",733.365,76.5617
"357",2020,9,0.0177384,"obs","9","2020",733.365,76.5617
"358",2020,10,0.0909091,"obs","10","2020",733.365,76.5617
"359",2020,11,0.0776053,"obs","11","2020",733.365,76.5617
"360",2020,12,0.101996,"obs","12","2020",733.365,76.5617
"361",2020,13,0.097561,"obs","13","2020",733.365,76.5617
"362",2020,14,0.0665188,"obs","14","2020",733.365,76.5617
"363",2020,15,0.059867,"obs","15","2020",733.365,76.5617
"364",2020,16,0.0443459,"obs","16","2020",733.365,76.5617
"365",2020,17,0.0421286,"obs","17","2020",733.365,76.5617
"366",2020,18,0.037694,"obs","18","2020",733.365,76.5617
"367",2020,19,0.0421286,"obs","19","2020",733.365,76.5617
"368",2020,20,0.037694,"obs","20","2020",733.365,76.5617
"369",2020,21,0.0399113,"obs","21","2020",733.365,76.5617
"370",2020,22,0.0354767,"obs","22","2020",733.365,76.5617
"371",2020,23,0.0243902,"obs","23","2020",733.365,76.5617
"372",2020,24,0.0221729,"obs","24","2020",733.365,76.5617
"373",2020,25,0.0332594,"obs","25","2020",733.365,76.5617
"374",2020,26,0.0177384,"obs","26","2020",733.365,76.5617
"375",2020,27,0.0177384,"obs","27","2020",733.365,76.5617
"376",2020,28,0.00886918,"obs","28","2020",733.365,76.5617
"377",2020,29,0.00886918,"obs","29","2020",733.365,76.5617
"378",2020,30,0.0487805,"obs","30","2020",733.365,76.5617
"379",2022,4,0,"obs","4","2022",288.668,99.0917
"380",2022,5,0,"obs","5","2022",288.668,99.0917
"381",2022,6,0.00328407,"obs","6","2022",288.668,99.0917
"382",2022,7,0.00656814,"obs","7","2022",288.668,99.0917
"383",2022,8,0.0213465,"obs","8","2022",288.668,99.0917
"384",2022,9,0.047619,"obs","9","2022",288.668,99.0917
"385",2022,10,0.0689655,"obs","10","2022",288.668,99.0917
"386",2022,11,0.0755337,"obs","11","2022",288.668,99.0917
"387",2022,12,0.137931,"obs","12","2022",288.668,99.0917
"388",2022,13,0.0788177,"obs","13","2022",288.668,99.0917
"389",2022,14,0.0706076,"obs","14","2022",288.668,99.0917
"390",2022,15,0.0689655,"obs","15","2022",288.668,99.0917
"391",2022,16,0.0525452,"obs","16","2022",288.668,99.0917
"392",2022,17,0.0311987,"obs","17","2022",288.668,99.0917
"393",2022,18,0.0131363,"obs","18","2022",288.668,99.0917
"394",2022,19,0.0197044,"obs","19","2022",288.668,99.0917
"395",2022,20,0.0279146,"obs","20","2022",288.668,99.0917
"396",2022,21,0.0344828,"obs","21","2022",288.668,99.0917
"397",2022,22,0.0279146,"obs","22","2022",288.668,99.0917
"398",2022,23,0.0147783,"obs","23","2022",288.668,99.0917
"399",2022,24,0.0229885,"obs","24","2022",288.668,99.0917
"400",2022,25,0.0361248,"obs","25","2022",288.668,99.0917
"401",2022,26,0.0180624,"obs","26","2022",288.668,99.0917
"402",2022,27,0.0328407,"obs","27","2022",288.668,99.0917
"403",2022,28,0.00821018,"obs","28","2022",288.668,99.0917
"404",2022,29,0.00985222,"obs","29","2022",288.668,99.0917
"405",2022,30,0.0706076,"obs","30","2022",288.668,99.0917
"406",2000,4,9.55017e-05,"pred","4","2000",121.37,43.4889
"407",2000,5,0.00128073,"pred","5","2000",121.37,43.4889
"408",2000,6,0.0018728,"pred","6","2000",121.37,43.4889
"409",2000,7,0.00413809,"pred","7","2000",121.37,43.4889
"410",2000,8,0.0279923,"pred","8","2000",121.37,43.4889
"411",2000,9,0.031674,"pred","9","2000",121.37,43.4889
"412",2000,10,0.0622478,"pred","10","2000",121.37,43.4889
"413",2000,11,0.0572645,"pred","11","2000",121.37,43.4889
"414",2000,12,0.132974,"pred","12","2000",121.37,43.4889
"415",2000,13,0.160846,"pred","13","2000",121.37,43.4889
"416",2000,14,0.16484,"pred","14","2000",121.37,43.4889
"417",2000,15,0.0832666,"pred","15","2000",121.37,43.4889
"418",2000,16,0.0588163,"pred","16","2000",121.37,43.4889
"419",2000,17,0.0276716,"pred","17","2000",121.37,43.4889
"420",2000,18,0.0179849,"pred","18","2000",121.37,43.4889
"421",2000,19,0.0183943,"pred","19","2000",121.37,43.4889
"422",2000,20,0.0194021,"pred","20","2000",121.37,43.4889
"423",2000,21,0.0187176,"pred","21","2000",121.37,43.4889
"424",2000,22,0.0202565,"pred","22","2000",121.37,43.4889
"425",2000,23,0.0189655,"pred","23","2000",121.37,43.4889
"426",2000,24,0.01409,"pred","24","2000",121.37,43.4889
"427",2000,25,0.00838045,"pred","25","2000",121.37,43.4889
"428",2000,26,0.00510856,"pred","26","2000",121.37,43.4889
"429",2000,27,0.00393174,"pred","27","2000",121.37,43.4889
"430",2000,28,0.00334623,"pred","28","2000",121.37,43.4889
"431",2000,29,0.00292451,"pred","29","2000",121.37,43.4889
"432",2000,30,0.0335548,"pred","30","2000",121.37,43.4889
"433",2001,4,0.000257339,"pred","4","2001",211.614,54.9062
"434",2001,5,0.00034091,"pred","5","2001",211.614,54.9062
"435",2001,6,0.00381783,"pred","6","2001",211.614,54.9062
"436",2001,7,0.00550147,"pred","7","2001",211.614,54.9062
"437",2001,8,0.0122427,"pred","8","2001",211.614,54.9062
"438",2001,9,0.067816,"pred","9","2001",211.614,54.9062
"439",2001,10,0.0598851,"pred","10","2001",211.614,54.9062
"440",2001,11,0.0836913,"pred","11","2001",211.614,54.9062
"441",2001,12,0.0618676,"pred","12","2001",211.614,54.9062
"442",2001,13,0.119767,"pred","13","2001",211.614,54.9062
"443",2001,14,0.140744,"pred","14","2001",211.614,54.9062
"444",2001,15,0.139784,"pred","15","2001",211.614,54.9062
"445",2001,16,0.072781,"pred","16","2001",211.614,54.9062
"446",2001,17,0.0496164,"pred","17","2001",211.614,54.9062
"447",2001,18,0.0241275,"pred","18","2001",211.614,54.9062
