"SURVEY","SUMMARY_DEPTH","YEAR","SPECIES_CODE","LENGTH","MALES","FEMALES","UNSEXED","TOTAL"
"GOA",991,2011,30152,440,92658,509619,0,602277
"GOA",992,2011,30152,330,115585,0,0,115585
"GOA",992,2011,30152,310,85268,12510,0,97778
"GOA",991,2011,30152,500,0,46329,0,46329
"GOA",993,2011,30152,410,46987,65288,0,112274
"GOA",991,2011,30152,310,10102,10102,0,20205
"GOA",993,2011,30152,530,0,17991,0,17991
"GOA",992,2011,30152,380,467091,155821,0,622912
"GOA",992,2011,30152,470,1815529,2003373,84566,3903468
"GOA",992,2013,30152,380,226881,309899,0,536781
"GOA",991,2013,30152,340,41789,18069,0,59858
"GOA",992,2013,30152,420,1267321,1131667,0,2398988
"GOA",991,2011,30152,470,0,92658,0,92658
"GOA",991,2011,30152,340,26489,73586,0,100074
"GOA",991,2011,30152,480,35395,185316,0,220711
"GOA",991,2013,30152,220,34907,25411,0,60318
"GOA",991,2013,30152,250,18069,52976,0,71045
"GOA",991,2013,30152,490,16838,33097,0,49934
"GOA",992,2013,30152,350,63126,105746,0,168872
"GOA",991,2013,30152,510,0,16838,0,16838
"GOA",992,2011,30152,360,124230,307750,0,431980
"GOA",993,2011,30152,420,153000,80851,29827,263678
"GOA",991,2011,30152,300,17154,20205,0,37359
"GOA",991,2011,30152,450,65251,435883,0,501135
"GOA",993,2011,30152,450,62708,231567,0,294275
"GOA",993,2013,30152,370,11356,0,0,11356
"GOA",991,2013,30152,260,101376,54208,0,155583
"GOA",992,2013,30152,540,0,36588,0,36588
"GOA",991,2011,30152,390,760186,140605,0,900791
"GOA",991,2011,30152,150,15687,0,0,15687
"GOA",992,2011,30152,550,0,11882,0,11882
"GOA",991,2011,30152,430,111580,434115,0,545696
"GOA",993,2013,30152,480,54685,81143,0,135827
"GOA",992,2013,30152,550,11807,0,0,11807
"GOA",992,2013,30152,510,28859,508794,0,537654
"GOA",992,2013,30152,450,4488839,6524898,0,11013737
"GOA",991,2013,30152,290,18069,34907,0,52976
"GOA",992,2013,30152,390,481374,93382,0,574755
"GOA",992,2013,30152,400,291002,198727,0,489729
"GOA",992,2013,30152,520,0,300143,0,300143
"GOA",991,2013,30152,480,25106,16838,0,41944
"GOA",991,2013,30152,310,125366,0,0,125366
"GOA",992,2013,30152,310,57490,68198,0,125687
"GOA",992,2011,30152,400,1111787,515307,0,1627094
"GOA",993,2011,30152,390,65181,0,0,65181
"GOA",991,2013,30152,150,19861,19861,22381,62104
"GOA",991,2013,30152,440,75464,16838,0,92302
"GOA",993,2013,30152,500,0,56467,0,56467
"GOA",993,2013,30152,490,0,34067,0,34067
"GOA",991,2013,30152,450,33675,18069,0,51745
"GOA",993,2013,30152,420,0,75688,0,75688
"GOA",992,2013,30152,440,3642214,3256634,0,6898848
"GOA",992,2013,30152,360,140694,84207,0,224901
"GOA",993,2011,30152,490,47031,114367,0,161398
"GOA",993,2011,30152,510,0,15677,0,15677
"GOA",991,2011,30152,320,27257,17154,0,44411
"GOA",991,2011,30152,460,0,109812,0,109812
"GOA",991,2013,30152,300,34907,34907,0,69814
"GOA",991,2013,30152,500,0,57207,0,57207
"GOA",991,2013,30152,470,16838,0,0,16838
"GOA",991,2013,30152,460,49934,16259,0,66193
"GOA",993,2013,30152,460,17860,38041,0,55902
"GOA",993,2013,30152,470,0,44595,0,44595
"GOA",991,2001,30152,240,72191,66565,0,138756
"GOA",992,2001,30152,310,141846,58758,0,200604
"GOA",993,2013,30152,430,43858,54119,0,97977
"GOA",992,2013,30152,530,0,187632,0,187632
"GOA",991,2013,30152,380,160273,83578,0,243851
"GOA",991,2013,30152,400,58626,41789,0,100415
"GOA",991,2013,30152,360,142204,99837,0,242041
"GOA",993,2013,30152,510,0,11356,0,11356
"GOA",991,2013,30152,350,83578,41789,0,125366
"GOA",991,2013,30152,390,41789,0,0,41789
"GOA",991,2013,30152,240,18069,0,0,18069
"GOA",991,2009,30152,430,57967,43268,0,101235
"GOA",992,2011,30152,540,0,113884,0,113884
"GOA",992,2011,30152,340,97412,83993,0,181405
"GOA",992,2011,30152,350,80298,137586,0,217884
"GOA",991,2013,30152,410,16259,41789,0,58048
"GOA",992,2013,30152,480,1560758,2947093,0,4507850
"GOA",991,2013,30152,320,0,74885,0,74885
"GOA",992,2013,30152,500,312770,1418773,0,1731544
"GOA",991,2009,30152,460,25147,0,0,25147
"GOA",991,2009,30152,530,0,12798,0,12798
"GOA",991,2009,30152,230,87183,424087,0,511270
"GOA",991,2009,30152,170,29061,58122,0,87183
"GOA",993,2011,30152,480,47000,235394,0,282394
"GOA",991,2011,30152,210,46646,10102,0,56748
"GOA",992,2011,30152,560,0,45064,0,45064
"GOA",991,2011,30152,400,499367,185316,0,684683
"GOA",991,2013,30152,420,123946,83578,0,207524
"GOA",992,2013,30152,320,38326,89627,0,127954
